id,No_of_files,size_conv,CSV,Other,Upvotes,Medals,Month_since,Day,Usability,Date,,
8085,1,463000,Y,N,6,No Medal,85,Tue,2.9,1/17/2023,,
8086,1,3000000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8087,1,3000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8088,1,10000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8089,2,4000000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8090,2,3000000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8091,1,243000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8092,1,2000000,Y,N,19,Bronze,85,Tue,3.5,1/17/2023,,
8093,1,1000000,Y,N,19,Bronze,85,Tue,2.4,1/17/2023,,
8094,1,8000,Y,N,1,No Medal,85,Tue,7.4,1/17/2023,,
8095,2,211000000,Y,Y,0,No Medal,85,Tue,9.4,1/17/2023,,
8096,1,2000000,Y,N,50,Silver,85,Tue,10,1/17/2023,,
8097,2,414000,Y,N,12,Bronze,85,Tue,8.5,1/17/2023,,
8098,21,108000,Y,Y,0,No Medal,85,Tue,3.1,1/17/2023,,
8099,2,638000,Y,Y,2,No Medal,85,Tue,9.4,1/17/2023,,
8100,1,2000000,N,Y,1,No Medal,85,Tue,8.2,1/17/2023,,
8101,431,15000000,N,Y,1,No Medal,85,Tue,4.4,1/17/2023,,
8102,2,909000,N,Y,6,No Medal,85,Tue,1.9,1/17/2023,,
8103,1,203000,N,Y,6,No Medal,85,Tue,1.9,1/17/2023,,
8104,1,155000,N,Y,6,No Medal,85,Tue,1.9,1/17/2023,,
8105,1,457000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8106,1,953000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8107,3,3000,Y,N,67,Silver,85,Tue,10,1/17/2023,,
8108,1,126000,Y,N,1,No Medal,85,Tue,9.4,1/17/2023,,
8109,75002,234000000,N,Y,4,No Medal,85,Tue,1.9,1/17/2023,,
8110,1,58000,N,Y,2,No Medal,85,Tue,4.4,1/17/2023,,
8111,2,23000000,Y,N,1,No Medal,85,Tue,7.6,1/17/2023,,
8112,5,164000000,N,Y,0,No Medal,85,Tue,0,1/17/2023,,
8113,2,18000,Y,N,2,No Medal,85,Tue,1.8,1/17/2023,,
8114,12,50000000000,N,Y,0,No Medal,85,Tue,4.4,1/17/2023,,
8115,2,63000,Y,N,27,Bronze,85,Tue,10,1/17/2023,,
8116,1,215000,Y,N,7,Bronze,85,Tue,2.9,1/17/2023,,
8117,5,17000000,Y,Y,1,No Medal,85,Tue,8.8,1/17/2023,,
8118,142,30000000,N,Y,1,No Medal,85,Tue,7.5,1/17/2023,,
8119,2,8000000000,N,Y,0,No Medal,85,Wed,3.1,1/18/2023,,
8120,2,139000,Y,Y,30,Bronze,85,Wed,6.5,1/18/2023,,
8121,2,6000,Y,Y,1,No Medal,85,Wed,9.4,1/18/2023,,
8122,1,4000000,Y,N,11,Bronze,85,Wed,10,1/18/2023,,
8123,1,260000,Y,N,3,No Medal,85,Wed,9.4,1/18/2023,,
8124,1,134000,Y,N,0,No Medal,85,Wed,10,1/18/2023,,
8125,1,778,Y,N,9,Bronze,85,Wed,10,1/18/2023,,
8126,224,1000000000,Y,Y,6,Bronze,85,Wed,9.4,1/18/2023,,
8127,1,2000,Y,N,3,No Medal,85,Wed,9.4,1/18/2023,,
8128,1,6000,Y,N,6,Bronze,85,Wed,7.6,1/18/2023,,
8129,1494,3000000000,N,Y,3,No Medal,85,Wed,7.5,1/18/2023,,
8130,2,204000,Y,Y,2,No Medal,85,Wed,9.4,1/18/2023,,
8131,1,1000000,Y,N,1,No Medal,85,Wed,9.4,1/18/2023,,
8132,21,13000000,N,Y,8,No Medal,85,Wed,7.5,1/18/2023,,
8133,1,5000,Y,N,6,Bronze,85,Wed,7.6,1/18/2023,,
8134,2,490000000,N,Y,1,No Medal,85,Wed,8.8,1/18/2023,,
8135,4567,65000000000,Y,Y,1,No Medal,85,Wed,7.1,1/18/2023,,
8136,9,17000000,Y,N,1,No Medal,85,Wed,9.4,1/18/2023,,
8137,1,1000,Y,N,6,Bronze,85,Wed,6.5,1/18/2023,,
8138,1,9000000,Y,N,3,No Medal,85,Wed,9.4,1/18/2023,,
8139,1,5000,Y,N,1,No Medal,85,Wed,10,1/18/2023,,
8140,1,2000,Y,N,6,Bronze,85,Wed,7.6,1/18/2023,,
8141,3,335000,Y,Y,1,No Medal,85,Wed,9.4,1/18/2023,,
8142,3,125000,Y,Y,1,No Medal,85,Wed,9.4,1/18/2023,,
8143,8,33000000000,N,Y,1,No Medal,85,Wed,3.8,1/18/2023,,
8144,1,120000,Y,N,1,No Medal,85,Wed,6.5,1/18/2023,,
8145,11,541000,Y,N,1,No Medal,85,Wed,9.4,1/18/2023,,
8146,1,4000,Y,N,27,Silver,85,Wed,2.4,1/18/2023,,
8147,14,76000,Y,Y,1,No Medal,85,Wed,9.4,1/18/2023,,
8148,1,13000000,Y,N,14,No Medal,85,Wed,6.5,1/18/2023,,
8149,1,59000,Y,N,1,No Medal,85,Wed,9.4,1/18/2023,,
8150,3,10000,Y,N,1,No Medal,85,Wed,8.2,1/18/2023,,
8151,54706,24000000000,N,Y,4,No Medal,85,Wed,4.4,1/18/2023,,
8152,1,3000,Y,N,7,No Medal,85,Wed,2.9,1/18/2023,,
8153,6,10000000,Y,N,1,No Medal,85,Wed,9.4,1/18/2023,,
8154,1,8000,Y,N,3,No Medal,85,Wed,1.8,1/18/2023,,
8155,20,211000000,Y,Y,8,Bronze,85,Wed,2.4,1/18/2023,,
8156,1316,68000000,Y,N,0,No Medal,85,Wed,9.4,1/18/2023,,
8157,4317,236000000,N,Y,5,No Medal,85,Wed,1.9,1/18/2023,,
8158,1,1000000,Y,N,6,No Medal,85,Wed,1.8,1/18/2023,,
8159,1,1000,Y,N,6,No Medal,85,Wed,1.8,1/18/2023,,
8160,27560,353000000,N,Y,5,No Medal,85,Wed,1.9,1/18/2023,,
8161,4,584000,N,Y,6,No Medal,85,Wed,2.5,1/18/2023,,
8162,1,1000,Y,N,2,No Medal,85,Wed,5.3,1/18/2023,,
8163,1,2000000,Y,N,1,No Medal,85,Wed,9.4,1/18/2023,,
8164,1,398000,Y,N,6,No Medal,85,Wed,1.2,1/18/2023,,
8165,1,6000,Y,N,6,Bronze,85,Wed,2.9,1/18/2023,,
8166,27,15000000,N,Y,5,No Medal,85,Wed,8.8,1/18/2023,,
8167,1,6000000,Y,N,31,No Medal,85,Wed,10,1/18/2023,,
8168,1,2000,Y,N,1,No Medal,85,Wed,5.3,1/18/2023,,
8169,1,4000,Y,N,4,No Medal,85,Wed,1.8,1/18/2023,,
8170,2,6000000000,N,Y,1,No Medal,85,Wed,2.5,1/18/2023,,
8171,1,8000,N,Y,0,No Medal,85,Wed,6.3,1/18/2023,,
8172,5,242000000,N,Y,0,No Medal,85,Wed,0,1/18/2023,,
8173,14,114000,Y,N,29,Bronze,85,Wed,10,1/18/2023,,
8174,3,145000000,N,Y,0,No Medal,85,Wed,0,1/18/2023,,
8175,4,200000000,Y,Y,28,Silver,85,Wed,10,1/18/2023,,
8176,4,700000000,Y,Y,18,Bronze,85,Wed,10,1/18/2023,,
8177,1,3000,Y,N,114,Gold,85,Wed,10,1/18/2023,,
8178,1,1000,Y,N,1,No Medal,85,Wed,3.5,1/18/2023,,
8179,27,17000000000,N,Y,5,No Medal,85,Wed,3.8,1/18/2023,,
8180,1,113000,Y,N,27,Bronze,85,Thu,10,1/19/2023,,
8181,1,27000,Y,N,29,Bronze,85,Thu,10,1/19/2023,,
8182,4,928000,Y,Y,26,Bronze,85,Thu,10,1/19/2023,,
8183,2,583000,Y,N,30,Bronze,85,Thu,10,1/19/2023,,
8184,1,322000000,Y,N,14,Bronze,85,Thu,8.2,1/19/2023,,
8185,1,3000,Y,N,32,Bronze,85,Thu,10,1/19/2023,,
8186,1,209000,Y,N,38,Silver,85,Thu,10,1/19/2023,,
8187,1,11000000,Y,N,10,Bronze,85,Thu,9.4,1/19/2023,,
8188,1443,2000000000,Y,Y,0,No Medal,85,Thu,2.9,1/19/2023,,
8189,1,68000,Y,N,25,Bronze,85,Thu,6.5,1/19/2023,,
8190,1,13000,Y,N,5,No Medal,85,Thu,9.4,1/19/2023,,
8191,1,248000,Y,N,4,No Medal,85,Thu,9.4,1/19/2023,,
8192,2531,219000000,N,Y,7,Bronze,85,Thu,10,1/19/2023,,
8193,1,216000,Y,N,6,Bronze,85,Thu,9.4,1/19/2023,,
8194,31,11000000,N,Y,55,Silver,85,Thu,10,1/19/2023,,
8195,1,579000,Y,N,6,Bronze,85,Thu,9.4,1/19/2023,,
8196,2,8000000,Y,Y,6,No Medal,85,Thu,10,1/19/2023,,
8197,4,573000,Y,N,6,No Medal,85,Thu,10,1/19/2023,,
8198,1,1000,Y,N,5,Bronze,85,Thu,8.2,1/19/2023,,
8199,12,237000000,Y,N,1,No Medal,85,Thu,10,1/19/2023,,
8200,1,360000,Y,N,0,No Medal,85,Thu,10,1/19/2023,,
8201,1,10000,Y,N,1,No Medal,85,Thu,9.4,1/19/2023,,
8202,1,319000,Y,N,1,No Medal,85,Thu,9.4,1/19/2023,,
8203,1,125000,Y,N,1,No Medal,85,Thu,9.4,1/19/2023,,
8204,1,2000,Y,N,48,Silver,85,Thu,10,1/19/2023,,
8205,1,644000,Y,N,1,No Medal,85,Thu,9.4,1/19/2023,,
8206,1,3000000,Y,N,7,No Medal,85,Thu,3.5,1/19/2023,,
8207,5,2000000,Y,Y,1,No Medal,85,Thu,9.4,1/19/2023,,
8208,2,1000000,Y,Y,1,No Medal,85,Thu,9.4,1/19/2023,,
8209,1,4000,Y,N,1,No Medal,85,Thu,9.4,1/19/2023,,
8210,1,10000,Y,N,1,No Medal,85,Thu,9.4,1/19/2023,,
8211,1,4000000000,Y,N,0,No Medal,85,Thu,7.6,1/19/2023,,
8212,1,17000000,Y,N,1,No Medal,85,Thu,8.8,1/19/2023,,
8213,2,49000000,Y,N,6,No Medal,85,Thu,1.8,1/19/2023,,
8214,1,10000,Y,N,1,No Medal,85,Thu,9.4,1/19/2023,,
8215,1,604000,Y,N,6,No Medal,85,Thu,1.2,1/19/2023,,
8216,2,954000,Y,N,1,No Medal,85,Thu,9.4,1/19/2023,,
8217,1,450000,Y,N,1,No Medal,85,Thu,9.4,1/19/2023,,
8218,1,1000000,Y,N,6,No Medal,85,Thu,1.8,1/19/2023,,
8219,1,1000000,N,Y,4,No Medal,85,Thu,1.9,1/19/2023,,
8220,1,64000,N,Y,7,Bronze,85,Thu,0,1/19/2023,,
8221,3,132000,Y,Y,1,No Medal,85,Thu,3.5,1/19/2023,,
8222,1,32000,N,Y,1,No Medal,85,Thu,3.8,1/19/2023,,
8223,1,11000,Y,N,3,No Medal,85,Thu,10,1/19/2023,,
8224,1,207000,Y,N,1,No Medal,85,Thu,9.4,1/19/2023,,
8225,1,2000,Y,N,0,No Medal,85,Thu,8.2,1/19/2023,,
8226,2,479000000,Y,N,0,No Medal,85,Thu,7.6,1/19/2023,,
8227,5,379000000,N,Y,0,No Medal,85,Thu,0,1/19/2023,,
8228,1,114000,Y,N,1,No Medal,85,Thu,9.4,1/19/2023,,
8229,2,15000,Y,Y,1,No Medal,85,Thu,9.4,1/19/2023,,
8230,1,2000,Y,N,70,Silver,85,Thu,10,1/19/2023,,
8231,2,151000,N,Y,1,No Medal,85,Thu,2.5,1/19/2023,,
8232,1,2000000,Y,N,1,No Medal,85,Thu,5.3,1/19/2023,,
8233,1,23000000,Y,N,24,Bronze,85,Fri,10,1/20/2023,,
8234,1,8000000,Y,N,31,Bronze,85,Fri,10,1/20/2023,,
8235,1,2000,Y,N,33,Silver,85,Fri,10,1/20/2023,,
8236,1,34000,Y,N,10,Bronze,85,Fri,10,1/20/2023,,
8237,1,10000000,Y,N,31,Silver,85,Fri,8.2,1/20/2023,,
8238,1,19000,Y,N,21,Bronze,85,Fri,10,1/20/2023,,
8239,1,2000000,Y,N,10,Bronze,85,Fri,10,1/20/2023,,
8240,1,1000000,Y,N,12,Bronze,85,Fri,10,1/20/2023,,
8241,1,4000,Y,N,9,Bronze,85,Fri,10,1/20/2023,,
8242,1,93000000,Y,N,8,Bronze,85,Fri,10,1/20/2023,,
8243,4,2000000,Y,Y,22,Bronze,85,Fri,7.1,1/20/2023,,
8244,1,44000,Y,N,6,Bronze,85,Fri,9.4,1/20/2023,,
8245,5,1000000,N,Y,2,No Medal,85,Fri,1.9,1/20/2023,,
8246,1,6000000,Y,N,1,No Medal,85,Fri,10,1/20/2023,,
8247,7005,9000000000,Y,Y,7,Bronze,85,Fri,9.4,1/20/2023,,
8248,551,3000000000,Y,Y,6,No Medal,85,Fri,9.4,1/20/2023,,
8249,2,897000,Y,N,38,Bronze,85,Fri,8.8,1/20/2023,,
8250,1,63000,Y,N,26,Bronze,85,Fri,7.1,1/20/2023,,
8251,6,994000,Y,N,3,No Medal,85,Fri,9.4,1/20/2023,,
8252,4,332000,Y,N,6,Bronze,85,Fri,8.8,1/20/2023,,
8253,1,315000000,Y,N,0,No Medal,85,Fri,10,1/20/2023,,
8254,1,133000,Y,N,0,No Medal,85,Fri,10,1/20/2023,,
8255,1,51000,Y,N,0,No Medal,85,Fri,9.4,1/20/2023,,
8256,2,6000000000,N,Y,8,No Medal,85,Fri,3.1,1/20/2023,,
8257,1,2000000000,N,Y,1,No Medal,85,Fri,1.9,1/20/2023,,
8258,152,560000,Y,Y,0,No Medal,85,Fri,9.4,1/20/2023,,
8259,1,2000,Y,N,0,No Medal,85,Fri,9.4,1/20/2023,,
8260,2,5000000,Y,N,196,Silver,85,Fri,10,1/20/2023,,
8261,1,12000,Y,N,3,No Medal,85,Fri,5.3,1/20/2023,,
8262,1,46000,Y,N,12,Bronze,85,Fri,8.8,1/20/2023,,
8263,1,12000,Y,N,1,No Medal,85,Fri,9.4,1/20/2023,,
8264,1,45000000,Y,N,0,No Medal,85,Fri,7.6,1/20/2023,,
8265,1,407000,Y,N,0,No Medal,85,Fri,8.8,1/20/2023,,
8266,6,2000000,Y,Y,1,No Medal,85,Fri,9.4,1/20/2023,,
8267,2,720000,Y,Y,1,No Medal,85,Fri,7.6,1/20/2023,,
8268,1,79000,Y,N,14,Bronze,85,Fri,1.8,1/20/2023,,
8269,8,592000,Y,Y,1,No Medal,85,Fri,8.8,1/20/2023,,
8270,2,58000,Y,N,34,Bronze,85,Fri,7.6,1/20/2023,,
8271,1,92000,Y,N,6,No Medal,85,Fri,7.6,1/20/2023,,
8272,13574,349000000,Y,Y,5,No Medal,85,Fri,7.1,1/20/2023,,
8273,3,2000000,Y,N,0,No Medal,85,Fri,1.8,1/20/2023,,
8274,1,1000,Y,N,60,Silver,85,Fri,10,1/20/2023,,
8275,1,16000,N,Y,0,No Medal,85,Fri,4.7,1/20/2023,,
8276,11,9000,Y,N,1,No Medal,85,Fri,4.7,1/20/2023,,
8277,4,13000000000,N,Y,0,No Medal,85,Fri,1.3,1/20/2023,,
8278,1,16000,Y,N,0,No Medal,85,Fri,7.6,1/20/2023,,
8279,5,379000000,N,Y,0,No Medal,85,Fri,0,1/20/2023,,
8280,5,379000000,N,Y,0,No Medal,85,Fri,0,1/20/2023,,
8281,4,5000,Y,N,46,Silver,85,Fri,9.4,1/20/2023,,
8282,2,1000000,N,Y,3,No Medal,85,Fri,9.4,1/20/2023,,
8283,5,380000000,N,Y,2,No Medal,85,Fri,2.5,1/20/2023,,
8284,1,29000,Y,N,76,Bronze,85,Sat,10,1/21/2023,,
8285,1,92000,Y,N,41,Bronze,85,Sat,10,1/21/2023,,
8286,1,7000,Y,N,30,Bronze,85,Sat,10,1/21/2023,,
8287,1,2000,Y,N,19,Bronze,85,Sat,9.4,1/21/2023,,
8288,2,1000000,Y,N,14,Bronze,85,Sat,9.4,1/21/2023,,
8289,1,101000000,Y,N,9,Bronze,85,Sat,9.4,1/21/2023,,
8290,2,14000,Y,Y,8,Bronze,85,Sat,9.4,1/21/2023,,
8291,2,5000000000,N,Y,2,No Medal,85,Sat,3.1,1/21/2023,,
8292,1,4000000,Y,N,7,Bronze,85,Sat,8.8,1/21/2023,,
8293,1,34000,Y,N,6,No Medal,85,Sat,9.4,1/21/2023,,
8294,1,303000,Y,N,3,No Medal,85,Sat,9.4,1/21/2023,,
8295,1,17000000,Y,N,1,No Medal,85,Sat,10,1/21/2023,,
8296,3,1000000000,N,Y,5,No Medal,85,Sat,10,1/21/2023,,
8297,1,295000,Y,N,1,No Medal,85,Sat,9.4,1/21/2023,,
8298,226,67000000,N,Y,5,No Medal,85,Sat,8.1,1/21/2023,,
8299,5,320000,Y,Y,4,No Medal,85,Sat,9.4,1/21/2023,,
8300,5,3000000,Y,N,1,No Medal,85,Sat,9.4,1/21/2023,,
8301,1,49000,Y,N,17,Bronze,85,Sat,4.1,1/21/2023,,
8302,1,50000,Y,N,1,No Medal,85,Sat,9.4,1/21/2023,,
8303,1,6000000,Y,N,0,No Medal,85,Sat,10,1/21/2023,,
8304,379,944000000,Y,Y,1,No Medal,85,Sat,10,1/21/2023,,
8305,1,161000,Y,N,1,No Medal,85,Sat,9.4,1/21/2023,,
8306,1,555000,Y,N,1,No Medal,85,Sat,9.4,1/21/2023,,
8307,1,405000000,N,Y,4,No Medal,85,Sat,5.6,1/21/2023,,
8308,1,235000,Y,N,1,No Medal,85,Sat,7.1,1/21/2023,,
8309,1,5000,Y,N,12,Bronze,85,Sat,2.9,1/21/2023,,
8310,2,769,N,Y,1,No Medal,85,Sat,9.4,1/21/2023,,
8311,1,1000000,Y,N,1,No Medal,85,Sat,9.4,1/21/2023,,
8312,12,206000000,Y,N,1,No Medal,85,Sat,7.6,1/21/2023,,
8313,27,10000000,N,Y,1,No Medal,85,Sat,6.9,1/21/2023,,
8314,1,20000,Y,N,1,No Medal,85,Sat,9.4,1/21/2023,,
8315,1,1000,Y,N,8,Bronze,85,Sat,3.5,1/21/2023,,
8316,1,307000,Y,N,40,Silver,85,Sat,10,1/21/2023,,
8317,1,4000,Y,N,4,No Medal,85,Sat,5.9,1/21/2023,,
8318,1,148000,Y,N,1,No Medal,85,Sat,6.5,1/21/2023,,
8319,5,379000000,N,Y,0,No Medal,85,Sat,0,1/21/2023,,
8320,1,1000000000,Y,N,0,No Medal,85,Sat,7.6,1/21/2023,,
8321,2,5000,Y,N,0,No Medal,85,Sat,6.5,1/21/2023,,
8322,5,379000000,N,Y,0,No Medal,85,Sat,0,1/21/2023,,
8323,31,464000000,Y,Y,1,No Medal,85,Sat,7.5,1/21/2023,,
8324,4,222000,Y,Y,24,No Medal,85,Sun,10,1/22/2023,,
8325,2,4000,Y,N,47,Bronze,85,Sun,9.4,1/22/2023,,
8326,1,1000000,Y,N,24,Bronze,85,Sun,10,1/22/2023,,
8327,1,336000,Y,N,29,Bronze,85,Sun,8.8,1/22/2023,,
8328,2,5000000000,N,Y,3,No Medal,85,Sun,3.1,1/22/2023,,
8329,2,90000,Y,N,8,No Medal,85,Sun,9.4,1/22/2023,,
8330,1,8000,Y,N,12,Bronze,85,Sun,8.8,1/22/2023,,
8331,2,20000000,Y,Y,33,Bronze,85,Sun,10,1/22/2023,,
8332,1,44000,Y,N,7,Bronze,85,Sun,10,1/22/2023,,
8333,1,4000000,Y,N,7,No Medal,85,Sun,7.6,1/22/2023,,
8334,13,30000000,Y,Y,4,No Medal,85,Sun,9.4,1/22/2023,,
8335,7,466000,Y,Y,3,No Medal,85,Sun,9.4,1/22/2023,,
8336,1,4000,Y,N,4,No Medal,85,Sun,9.4,1/22/2023,,
8337,1,7000000,Y,N,4,No Medal,85,Sun,9.4,1/22/2023,,
8338,1,4000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8339,2,36000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8340,1,9000,Y,N,2,No Medal,85,Sun,9.4,1/22/2023,,
8341,2,44000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8342,1,13000000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8343,1,8000,Y,N,1,No Medal,85,Sun,7.6,1/22/2023,,
8344,2,1000000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8345,1,29000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8346,21,15000000000,N,Y,0,No Medal,85,Sun,7.5,1/22/2023,,
8347,2,2000000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8348,2,48000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8349,1,20000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8350,1,3000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8351,1,16000000,Y,N,12,No Medal,85,Sun,4.4,1/22/2023,,
8352,1,3000,Y,N,1,No Medal,85,Sun,5.9,1/22/2023,,
8353,2,3000000,Y,N,67,Gold,85,Sun,10,1/22/2023,,
8354,16,602000,Y,Y,1,No Medal,85,Sun,9.4,1/22/2023,,
8355,2,74000,Y,Y,1,No Medal,85,Sun,9.4,1/22/2023,,
8356,1,133000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8357,2,2000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8358,2,10000000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8359,1,8000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8360,3,125000,Y,Y,1,No Medal,85,Sun,9.4,1/22/2023,,
8361,4,100000000,Y,N,1,No Medal,85,Sun,7.6,1/22/2023,,
8362,1,9000,Y,N,3,No Medal,85,Sun,3.5,1/22/2023,,
8363,1,95000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8364,1,135000,Y,N,8,Bronze,85,Sun,9.4,1/22/2023,,
8365,2,15000000,Y,N,1,No Medal,85,Sun,5,1/22/2023,,
8366,12,751000,Y,Y,1,No Medal,85,Sun,9.4,1/22/2023,,
8367,4,292000,Y,Y,1,No Medal,85,Sun,9.4,1/22/2023,,
8368,3,18000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8369,50,783000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8370,1,1000,Y,N,6,Bronze,85,Sun,5.3,1/22/2023,,
8371,607,43000000,N,Y,4,No Medal,85,Sun,3.1,1/22/2023,,
8372,63565,414000000,N,Y,9,No Medal,85,Sun,3.8,1/22/2023,,
8373,3,38000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8374,8,4000000,Y,Y,5,No Medal,85,Sun,9.4,1/22/2023,,
8375,1,31000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8376,2,8000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8377,2,3000000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8378,1,11000000,N,Y,0,No Medal,85,Sun,0.6,1/22/2023,,
8379,12,2000000000,N,Y,0,No Medal,85,Sun,1.3,1/22/2023,,
8380,84199,881000000,N,Y,4,No Medal,85,Sun,1.9,1/22/2023,,
8381,3,24000000,Y,N,1,No Medal,85,Sun,9.4,1/22/2023,,
8382,2,11000000,Y,N,4,No Medal,85,Sun,8.2,1/22/2023,,
8383,5,379000000,N,Y,0,No Medal,85,Sun,0,1/22/2023,,
8384,1,3000000,Y,N,38,Bronze,85,Mon,10,1/23/2023,,
8385,3,2000000,Y,N,28,Bronze,85,Mon,10,1/23/2023,,
8386,2,4000000000,N,Y,0,No Medal,85,Mon,3.1,1/23/2023,,
8387,2,4000000000,N,Y,0,No Medal,85,Mon,3.1,1/23/2023,,
8388,2,6000000000,N,Y,1,No Medal,85,Mon,3.1,1/23/2023,,
8389,2,4000000000,N,Y,1,No Medal,85,Mon,3.1,1/23/2023,,
8390,2,4000000000,N,Y,0,No Medal,85,Mon,3.1,1/23/2023,,
8391,1,5000,Y,N,13,Bronze,85,Mon,9.4,1/23/2023,,
8392,1,60000,Y,N,9,Bronze,85,Mon,10,1/23/2023,,
8393,1,2000000,Y,N,5,No Medal,85,Mon,9.4,1/23/2023,,
8394,6,137000,Y,N,11,Bronze,85,Mon,8.8,1/23/2023,,
8395,22,2000000000,N,Y,1,No Medal,85,Mon,3.1,1/23/2023,,
8396,12,57000,Y,N,6,Bronze,85,Mon,8.2,1/23/2023,,
8397,2,90000,Y,Y,7,Bronze,85,Mon,6.5,1/23/2023,,
8398,21,2000000000,N,Y,1,No Medal,85,Mon,3.1,1/23/2023,,
8399,1,45000,Y,N,1,No Medal,85,Mon,9.4,1/23/2023,,
8400,1,1000000,Y,N,5,Bronze,85,Mon,6.5,1/23/2023,,
8401,1,666000,Y,N,1,No Medal,85,Mon,8.8,1/23/2023,,
8402,5,827000,Y,N,4,No Medal,85,Mon,9.4,1/23/2023,,
8403,1,12000000,Y,N,1,No Medal,85,Mon,9.4,1/23/2023,,
8404,11,11000000,Y,N,1,No Medal,85,Mon,10,1/23/2023,,
8405,1,97000,Y,N,1,No Medal,85,Mon,9.4,1/23/2023,,
8406,1,285000,Y,N,2,No Medal,85,Mon,9.4,1/23/2023,,
8407,48,1000000,Y,N,1,No Medal,85,Mon,9.4,1/23/2023,,
8408,21,14000000000,N,Y,0,No Medal,85,Mon,7.5,1/23/2023,,
8409,1,2000000,Y,N,1,No Medal,85,Mon,7.6,1/23/2023,,
8410,2652,286000000,N,Y,1,No Medal,85,Mon,8.8,1/23/2023,,
8411,9,147000,Y,N,0,No Medal,85,Mon,1.8,1/23/2023,,
8412,1,4000,Y,N,5,No Medal,85,Mon,3.5,1/23/2023,,
8413,1,16000,Y,N,1,No Medal,85,Mon,9.4,1/23/2023,,
8414,45,729000,Y,N,1,No Medal,85,Mon,9.4,1/23/2023,,
8415,1,11000,Y,N,1,No Medal,85,Mon,9.4,1/23/2023,,
8416,2,361000,Y,Y,1,No Medal,85,Mon,9.4,1/23/2023,,
8417,5,4000000000,N,Y,1,No Medal,85,Mon,3.1,1/23/2023,,
8418,12,206000000,Y,N,0,No Medal,85,Mon,10,1/23/2023,,
8419,1,3000,Y,N,0,No Medal,85,Mon,7.1,1/23/2023,,
8420,9,272000000,Y,Y,1,No Medal,85,Mon,10,1/23/2023,,
8421,1,7000,Y,N,1,No Medal,85,Mon,9.4,1/23/2023,,
8422,1,979000,N,Y,1,No Medal,85,Mon,6.3,1/23/2023,,
8423,7,16000000,Y,N,1,No Medal,85,Mon,9.4,1/23/2023,,
8424,1,44000,Y,N,79,Gold,85,Mon,10,1/23/2023,,
8425,13,14000000,Y,Y,193,Gold,85,Mon,7.6,1/23/2023,,
8426,1,815000,Y,N,1,No Medal,85,Mon,9.4,1/23/2023,,
8427,6,34000000,Y,Y,123,Gold,85,Mon,7.6,1/23/2023,,
8428,330,69000000,N,Y,1,No Medal,85,Mon,1.9,1/23/2023,,
8429,1,4000000000,N,Y,0,No Medal,85,Mon,3.1,1/23/2023,,
8430,12,2000000000,N,Y,0,No Medal,85,Mon,1.3,1/23/2023,,
8431,6,33000000,Y,Y,1,No Medal,85,Mon,9.4,1/23/2023,,
8432,1,377000,Y,N,0,No Medal,85,Mon,1.2,1/23/2023,,
8433,1,1000000000,N,Y,0,No Medal,85,Mon,1.3,1/23/2023,,
8434,5,379000000,N,Y,0,No Medal,85,Mon,0,1/23/2023,,
8435,8,16000000,N,Y,3,No Medal,85,Mon,2.5,1/23/2023,,
8436,2,216000,Y,Y,4,No Medal,85,Mon,9.4,1/23/2023,,
8437,1,13000,Y,N,42,Bronze,85,Tue,10,1/24/2023,,
8438,1,9000000,Y,N,34,Silver,85,Tue,9.4,1/24/2023,,
8439,6,2000000,Y,Y,86,Bronze,85,Tue,10,1/24/2023,,
